sku_item_number,rhl_product_id,product_name,new_rhl_product_name,short_description,size,wholesale_price,manufacturing_type_from_sheet,manufacturing_department_from_sheet,department,category
4017572,533,Orange Stevia,Concentrated Orange Stevia,Supports daily wellness & balanced body function.,2 oz,7.7,Liquid- Single Alcohol Free,STEVIA  (Alcohol Free),,
4017582,534,Peppermint Stevia,Concentrated Peppermint Stevia,Supports daily wellness & balanced body function.,2 oz,7.7,Liquid- Single Alcohol Free,STEVIA  (Alcohol Free),,
4017592,535,Vanilla Stevia,Concentrated Vanilla Stevia,Supports daily wellness & balanced body function.,2 oz,7.7,Liquid- Single Alcohol Free,STEVIA  (Alcohol Free),,
4022294,536,Almond (Sweet) Oil,Select Almond (Sweet) Oil,Supports daily wellness & balanced body function.,4 oz,7.0,Carrier Oils,CARRIER OILS,,
4022302,537,Organic Argan (Virgin) Oil,Select Organic Argan (Virgin) Oil,Supports daily wellness & balanced body function.,2 oz,11.5,Carrier Oils,CARRIER OILS,,
4022314,538,Avocado Oil,Select Avocado Oil,Supports daily wellness & balanced body function.,4 oz,7.0,Carrier Oils,CARRIER OILS,,
4022324,539,Castor Oil,Select Castor Oil,Supports daily wellness & balanced body function.,4 oz,6.5,Carrier Oils,CARRIER OILS,,
4022334,540,Grapeseed Oil,Select Grapeseed Oil,Supports daily wellness & balanced body function.,4 oz,6.5,Carrier Oils,CARRIER OILS,,
4022344,541,Jojoba (Golden) Oil,Select Jojoba (Golden) Oil,Supports daily wellness & balanced body function.,4 oz,10.25,Carrier Oils,CARRIER OILS,,
4022551,542,Bergamot Essential Oil,Select Bergamot Essential Oil,Supports daily wellness & balanced body function.,1 oz,12.0,Essential Oils,ESSENTIAL OILS,,
4021231,543,Bug Shield Essential Oil,Select Bug Shield Essential Oil,Supports daily wellness & balanced body function.,1 oz,8.8,Essential Oils,ESSENTIAL OILS,,
4018281,544,Cedarwood (Himalayan) Essential Oil,Select Cedarwood (Himalayan) Essential Oil,Supports daily wellness & balanced body function.,1 oz,5.5,Essential Oils,ESSENTIAL OILS,,
4018291,545,Cinnamon Leaf Essential Oil,Select Cinnamon Leaf Essential Oil,Supports antioxidant wellness & healthy metabolic function.,1 oz,5.8,Essential Oils,ESSENTIAL OILS,,
4021161,546,Citronella Essential Oil,Select Citronella Essential Oil,Supports daily wellness & balanced body function.,1 oz,5.6,Essential Oils,ESSENTIAL OILS,,
4018301,547,Clove Essential Oil,Select Clove Essential Oil,Supports antioxidant & digestive wellness.,1 oz,7.35,Essential Oils,ESSENTIAL OILS,,
4021211,548,Energy Boost Essential Oil,Energy Boost Essential Oil,Supports daily wellness & balanced body function.,1 oz,8.4,Essential Oils,ESSENTIAL OILS,,
4021221,549,Essential Love Essential Oil,Select Essential Love Essential Oil,Supports daily wellness & balanced body function.,1 oz,13.0,Essential Oils,ESSENTIAL OILS,,
4021741,550,Essential Protect Essential Oil,Select Essential Protect Essential Oil,Supports antioxidant wellness & healthy metabolic function.,1 oz,8.4,Essential Oils,ESSENTIAL OILS,,
4018311,551,Eucalyptus Essential Oil,Select Eucalyptus Essential Oil,Supports daily wellness & balanced body function.,1 oz,5.0,Essential Oils,ESSENTIAL OILS,,
4018314,551,Eucalyptus Essential Oil,Select Eucalyptus Essential Oil,Supports daily wellness & balanced body function.,4 oz,9.45,Essential Oils,ESSENTIAL OILS,,
4021141,552,Frankincense (20% in Jojoba Oil) Essential Oil,Select Frankincense (20% in Jojoba Oil) Essential Oil,Supports joint comfort & a healthy inflammatory response.,1 oz,9.65,Essential Oils,ESSENTIAL OILS,,
4018321,553,Grapefruit (Pink) Essential Oil,Select Grapefruit (Pink) Essential Oil,Supports daily wellness & balanced body function.,1 oz,6.8,Essential Oils,ESSENTIAL OILS,,
4021191,554,Head Relief Essential Oil,Select Head Relief Essential Oil,Supports daily wellness & balanced body function.,1 oz,8.4,Essential Oils,ESSENTIAL OILS,,
4021131,555,Jasmine (7.5% in Jojoba Oil) Essential Oil,Select Jasmine (7.5% in Jojoba Oil) Essential Oil,Supports daily wellness & balanced body function.,1 oz,22.5,Essential Oils,ESSENTIAL OILS,,
4018331,556,Lavender Essential Oil,Select Lavender Essential Oil,Supports daily wellness & balanced body function.,1 oz,7.0,Essential Oils,ESSENTIAL OILS,,
4018334,556,Lavender Essential Oil,Select Lavender Essential Oil,Supports daily wellness & balanced body function.,4 oz,18.05,Essential Oils,ESSENTIAL OILS,,
4018341,557,Lavender (Bulgarian) Essential Oil,Select Lavender (Bulgarian) Essential Oil,Supports daily wellness & balanced body function.,1 oz,10.0,Essential Oils,ESSENTIAL OILS,,
4018351,558,Lemon Essential Oil,Select Lemon Essential Oil,Supports daily wellness & balanced body function.,1 oz,6.05,Essential Oils,ESSENTIAL OILS,,
4022541,559,Lemon Eucalyptus Essential Oil,Select Lemon Eucalyptus Essential Oil,Supports daily wellness & balanced body function.,1 oz,5.8,Essential Oils,ESSENTIAL OILS,,
4021151,560,Lemongrass Essential Oil,Select Lemongrass Essential Oil,Supports daily wellness & balanced body function.,1 oz,5.5,Essential Oils ,ESSENTIAL OILS,,
4022531,561,Lime Essential Oil,Select Lime Essential Oil,Supports daily wellness & balanced body function.,1 oz,7.3,Essential Oils,ESSENTIAL OILS,,
4022521,562,Neroli (7.5% in Jojoba Oil) Essential Oil,Select Neroli (7.5% in Jojoba Oil) Essential Oil,Supports daily wellness & balanced body function.,1 oz,15.0,Essential Oils,ESSENTIAL OILS,,
4018361,563,Orange (Sweet) Essential Oil,Select Orange (Sweet) Essential Oil,Supports daily wellness & balanced body function.,1 oz,5.2,Essential Oils,ESSENTIAL OILS,,
4018371,564,Oregano (40% in Olive Oil) Essential Oil,Select Oregano (40% in Olive Oil) Essential Oil,Supports daily wellness & balanced body function.,1 oz,15.75,Essential Oils,ESSENTIAL OILS,,
4018381,565,Patchouli Essential Oil,Select Patchouli Essential Oil,Supports daily wellness & balanced body function.,1 oz,15.0,Essential Oils,ESSENTIAL OILS,,
4018391,566,Peppermint Essential Oil,Select Peppermint Essential Oil,Supports daily wellness & balanced body function.,1 oz,8.5,Essential Oils,ESSENTIAL OILS,,
4018394,566,Peppermint Essential Oil,Select Peppermint Essential Oil,Supports daily wellness & balanced body function.,4 oz,24.0,Essential Oils,ESSENTIAL OILS,,
4021181,567,Rose (5% in Jojoba Oil) Essential Oil,Select Rose (5% in Jojoba Oil) Essential Oil,Supports daily wellness & balanced body function.,1 oz,16.3,Essential Oils,ESSENTIAL OILS,,
4021121,568,Rose Geranium Essential Oil,Select Rose Geranium Essential Oil,Supports daily wellness & balanced body function.,1 oz,12.0,Essential Oils,ESSENTIAL OILS,,
4018401,569,Rosemary Essential Oil,Select Rosemary Essential Oil,Supports daily wellness & balanced body function.,1 oz,8.75,Essential Oils,ESSENTIAL OILS,,
4021171,570,Sage Essential Oil,Select Sage Essential Oil,Supports daily wellness & balanced body function.,1 oz,9.6,Essential Oils,ESSENTIAL OILS,,
4021111,571,Sandalwood (16% in Jojoba Oil) Essential Oil,Select Sandalwood (16% in Jojoba Oil) Essential Oil,Supports daily wellness & balanced body function.,1 oz,27.3,Essential Oils,ESSENTIAL OILS,,
4021201,572,Sleep Dream Essential Oil,Rest & Sleep Support,Supports relaxation & restful sleep.,1 oz,8.8,Essential Oils,ESSENTIAL OILS,,
4022511,573,Spearmint Essential Oil,Select Spearmint Essential Oil,Supports daily wellness & balanced body function.,1 oz,7.35,Essential Oils,ESSENTIAL OILS,,
4022501,574,Tangerine Essential Oil,Select Tangerine Essential Oil,Supports daily wellness & balanced body function.,1 oz,6.0,Essential Oils,ESSENTIAL OILS,,
4018411,575,Tea Tree (Australian) Essential Oil,Select Tea Tree (Australian) Essential Oil,Supports daily wellness & balanced body function.,1 oz,6.95,Essential Oils,ESSENTIAL OILS,,
4018414,575,Tea Tree (Australian) Essential Oil,Select Tea Tree (Australian) Essential Oil,Supports daily wellness & balanced body function.,4 oz,18.4,Essential Oils,ESSENTIAL OILS,,
4018421,576,Ylang Ylang Essential Oil,Select Ylang Ylang Essential Oil,Supports daily wellness & balanced body function.,1 oz,13.0,Essential Oils,ESSENTIAL OILS,,
4022231,577,Organic Eucalyptus Essential Oil,Select Organic Eucalyptus Essential Oil,Supports daily wellness & balanced body function.,1 oz,7.0,Essential Oils- Organic,ESSENTIAL OILS,,
4022241,578,Organic Lavender Essential Oil,Select Organic Lavender Essential Oil,Supports daily wellness & balanced body function.,1 oz,12.5,Essential Oils- Organic,ESSENTIAL OILS,,
4022251,579,Organic Lemon Essential Oil,Select Organic Lemon Essential Oil,Supports daily wellness & balanced body function.,1 oz,7.5,Essential Oils- Organic,ESSENTIAL OILS,,
4022261,580,Organic Orange Essential Oil,Select Organic Orange Essential Oil,Supports daily wellness & balanced body function.,1 oz,5.9,Essential Oils- Organic,ESSENTIAL OILS,,
4022271,581,Organic Peppermint Essential Oil,Select Organic Peppermint Essential Oil,Supports daily wellness & balanced body function.,1 oz,9.35,Essential Oils- Organic,ESSENTIAL OILS,,
4022561,582,Organic Rosemary Essential Oil,Select Organic Rosemary Essential Oil,Supports daily wellness & balanced body function.,1 oz,10.0,Essential Oils- Organic,ESSENTIAL OILS,,
4022281,583,Organic Tea Tree Essential Oil,Select Organic Tea Tree Essential Oil,Supports daily wellness & balanced body function.,1 oz,9.6,Essential Oils- Organic,ESSENTIAL OILS,,
4005631,584,Arnica Oil,Select Arnica Oil,Supports daily wellness & balanced body function.,1 oz,10.0,Herbal Oils,HERBAL OILS (alcohol-free),,
4022454,585,Organic Black Cumin Seed Oil,Nigella Black Cumin Seed Oil,Supports daily wellness & balanced body function.,4 oz,12.0,Herbal Oils,HERBAL OILS (alcohol-free),,
4022455,585,Organic Black Cumin Seed Oil,Nigella Black Cumin Seed Oil,Supports daily wellness & balanced body function.,8 oz,20.25,Herbal Oils,HERBAL OILS (alcohol-free),,
4020121,586,Canker Soother W/ Oregano Oil,Select Canker Soother W/ Oregano Oil,Supports antioxidant & digestive wellness.,1 oz,9.35,Herbal Oils,HERBAL OILS (alcohol-free),,
4005401,587,Ear Clear Oil,Select Ear Clear Oil,Supports daily wellness & balanced body function.,1 oz,7.55,Herbal Oils,HERBAL OILS (alcohol-free),,
4020131,588,Funky Feet W/ Oregano Oil,Select Funky Feet W/ Oregano Oil,Supports antioxidant & digestive wellness.,1 oz,11.0,Herbal Oils,HERBAL OILS (alcohol-free),,
4020141,589,Healthy Gums W/ Oregano Oil,Select Healthy Gums W/ Oregano Oil,Supports antioxidant & digestive wellness.,1 oz,8.8,Herbal Oils,HERBAL OILS (alcohol-free),,
4020151,590,Healthy Nails W/ Oregano Oil,Select Healthy Nails W/ Oregano Oil,Supports antioxidant wellness & healthy metabolic function.,1 oz,11.0,Herbal Oils,HERBAL OILS (alcohol-free),,
4012241,591,Tea Tree Oil,Select Tea Tree Oil,Supports daily wellness & balanced body function.,1 oz,6.95,Herbal Oils,HERBAL OILS (alcohol-free),,
4023734,592,Cordyceps Powder,Mycelial Cordyceps,"Supports immune wellness, resilience & vitality.",2.8 oz,12.0,Herbal Powder,HERBAL POWDERS,,
4023644,593,Organic Chaga Powder,Full Spectrum Organic Chaga Powder,"Supports immune wellness, resilience & vitality.",2.8 oz,12.0,Herbal Powder,HERBAL POWDERS,,
4022834,594,Organic Irish Moss Thallus Powder ,Full Spectrum Organic Irish Moss Thallus Powder,Supports daily wellness & balanced body function.,4 oz,11.5,Herbal Powder,HERBAL POWDERS,,
4023624,595,Organic Lion's Mane Powder,Hericium Lion's Mane,"Supports memory, focus & cognitive wellness.",2.8 oz,12.0,Herbal Powder,HERBAL POWDERS,,
4020774,596,Organic Maca Root Powder,Andean Maca,Supports eye & antioxidant wellness.,4 oz,8.75,Herbal Powder ,HERBAL POWDERS,,
4023654,597,Organic Reishi Powder,Ganoderma Reishi,"Supports immune wellness, resilience & vitality.",2.8 oz,12.0,Herbal Powder,HERBAL POWDERS,,
4023634,598,Organic Turkey Tail Powder,Trametes Turkey Tail,Supports daily wellness & balanced body function.,2.8 oz,12.0,Herbal Powder,HERBAL POWDERS,,
4020994,599,Organic Turmeric Root Powder,Full Spectrum Organic Turmeric Root Powder,Supports joint comfort & a healthy inflammatory response.,4 oz,6.5,Herbal Powder ,HERBAL POWDERS,,
9909861,600,Amber Bottle w/ Dropper,Select Amber Bottle w/ Dropper,"Supports quality packaging component for convenient storage, dispensing & presentation of compatible RHL products.",1 oz,1.8,Empty Bottle,EMPTY BOTTLES,,
9909862,600,Amber Bottle w/ Dropper,Select Amber Bottle w/ Dropper,"Supports quality packaging component for convenient storage, dispensing & presentation of compatible RHL products.",2 oz,2.0,Empty Bottle,EMPTY BOTTLES,,
9909864,600,Amber Bottle w/ Dropper,Select Amber Bottle w/ Dropper,"Supports quality packaging component for convenient storage, dispensing & presentation of compatible RHL products.",4 oz,2.45,Empty Bottle,EMPTY BOTTLES,,
9909871,601,Amber Bottle w/ Spray Top,Select Amber Bottle w/ Spray Top,"Supports quality packaging component for convenient storage, dispensing & presentation of compatible RHL products.",1 oz,2.1,Empty Bottle,EMPTY BOTTLES,,
9909872,601,Amber Bottle w/ Spray Top,Select Amber Bottle w/ Spray Top,"Supports quality packaging component for convenient storage, dispensing & presentation of compatible RHL products.",2 oz,2.3,Empty Bottle,EMPTY BOTTLES,,
9909874,601,Amber Bottle w/ Spray Top,Select Amber Bottle w/ Spray Top,"Supports quality packaging component for convenient storage, dispensing & presentation of compatible RHL products.",4 oz,3.0,Empty Bottle,EMPTY BOTTLES,,
9909881,602,Cobalt Bottle w/ Dropper,Select Cobalt Bottle w/ Dropper,"Supports quality packaging component for convenient storage, dispensing & presentation of compatible RHL products.",1 oz,1.9,Empty Bottle,EMPTY BOTTLES,,
9909882,602,Cobalt Bottle w/ Dropper,Select Cobalt Bottle w/ Dropper,"Supports quality packaging component for convenient storage, dispensing & presentation of compatible RHL products.",2 oz,2.1,Empty Bottle,EMPTY BOTTLES,,
9909884,602,Cobalt Bottle w/ Dropper,Select Cobalt Bottle w/ Dropper,"Supports quality packaging component for convenient storage, dispensing & presentation of compatible RHL products.",4 oz,2.65,Empty Bottle,EMPTY BOTTLES,,
9909891,603,Cobalt Bottle w/ Spray Top,Select Cobalt Bottle w/ Spray Top,"Supports quality packaging component for convenient storage, dispensing & presentation of compatible RHL products.",1 oz,2.2,Empty Bottle,EMPTY BOTTLES,,
9909892,603,Cobalt Bottle w/ Spray Top,Select Cobalt Bottle w/ Spray Top,"Supports quality packaging component for convenient storage, dispensing & presentation of compatible RHL products.",2 oz,2.4,Empty Bottle,EMPTY BOTTLES,,
9909894,603,Cobalt Bottle w/ Spray Top,Select Cobalt Bottle w/ Spray Top,"Supports quality packaging component for convenient storage, dispensing & presentation of compatible RHL products.",4 oz,3.3,Empty Bottle,EMPTY BOTTLES,,
9909921,604,10ml Cobalt Perfume Bottle with Roller Ball and Cap,Select 10ml Cobalt Perfume Bottle with Roller Ball and Cap,"Supports quality packaging component for convenient storage, dispensing & presentation of compatible RHL products.",10 mL,2.75,Empty Bottle,EMPTY BOTTLES,,
9909914,605,Cobalt PET Bottle with Lotion Pump,Select Cobalt PET Bottle with Lotion Pump,"Supports quality packaging component for convenient storage, dispensing & presentation of compatible RHL products.",4 oz,3.1,Empty Bottle,EMPTY BOTTLES,,
9909904,606,Clear Jar with Lid,Select Clear Jar with Lid,"Supports quality packaging component for convenient storage, dispensing & presentation of compatible RHL products.",4 oz,2.75,Empty Bottle,EMPTY BOTTLES,,
4019980,607,"Herbal Handbook, Clinical Monographs From A Medical Herbalist",Select Herbal Reference Handbook,"Supports practical herbal reference resource for educational use, ingredient review & traditional botanical study.",EA,0.0,Literature,LITERATURE,,
